Janr,Nesriyyat,Cild,Muellif,Sehife sayi,Dil,Qiymet
Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Edith Nesbit,256.0,Azərbaycan,6.99
Классика/Klassika,Qanun Nəşriyyatı,Yumşaq,Nizami Gəncəvi,328.0,Azərbaycan,7.99
Роман/Roman,Qanun Nəşriyyatı,Yumşaq,Mark Levi,352.0,Azərbaycan,9.99
Elm,Qanun Nəşriyyatı,Yumşaq,Niall Kishtainy,328.0,Azərbaycan,9.59
Психология/Psixologiya,Qanun Nəşriyyatı,Yumşaq,Robin Şarma,408.0,Azərbaycan,9.59
Роман/Roman,Qanun Nəşriyyatı,Yumşaq,Nikolas Sparks,360.0,Azərbaycan,7.99
Детектив/Detektiv,Qanun Nəşriyyatı,Yumşaq,Aqata Kristi,256.0,Azərbaycan,5.59
Fəlsəfə,Qanun Nəşriyyatı,Bərk,Xacə Nəsirəddin Tusi,400.0,Azərbaycan,7.99
Классика/Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,İsmayıl Şıxlı,192.0,Azərbaycan,5.59
Поэзия/Poeziya,Qanun Nəşriyyatı,Yumşaq,Sabir Rüstəmxanlı,128.0,Azərbaycan,4.39
Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Jül Vern,600.0,Azərbaycan,11.99
Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Uilyam Şekspir,192.0,Azərbaycan,5.99
Biznes,Qanun Nəşriyyatı,Yumşaq,Cen Sincero,200.0,Azərbaycan,6.39
Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Uilyam Şekspir,240.0,Azərbaycan,6.39
Fəlsəfə,Qanun Nəşriyyatı,Yumşaq,"Natiq Səfərov, Altay Məmmədov",512.0,Azərbaycan,10.39
Uşaq ədəbiyyatı,Qanun Nəşriyyatı,Yumşaq,Reyçel Rene Rassel,335.0,Azərbaycan,7.19
Классика/Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Luiza Mey Olkott,384.0,Azərbaycan,7.99
Klassika,Qanun Nəşriyyatı,Yumşaq,Martin Paj,160.0,Azərbaycan,3.99
Klassika,Qanun Nəşriyyatı,Yumşaq,Milan Kundera,344.0,Azərbaycan,7.99
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Çarlz Dahiqq,304.0,Azərbaycan,7.99
Detektiv,Qanun Nəşriyyatı,Yumşaq,Kamilla Lekberq,480.0,Azərbaycan,8.79
Klassika,Qanun Nəşriyyatı,Yumşaq,Aleksandr Qriboyedov,160.0,Azərbaycan,3.99
Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Emili Bronte,536.0,Azərbaycan,8.04
Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Ceyn Ostin,496.0,Azərbaycan,8.79
Uşaq ədəbiyyatı,Qanun Nəşriyyatı,Yumşaq,Elinor Porter,288.0,Azərbaycan,6.39
Klassika,Qanun Nəşriyyatı,Yumşaq,Jose Saramago,432.0,Azərbaycan,10.39
Klassika,Qanun Nəşriyyatı,Yumşaq,Fərman Kərimzadə,400.0,Azərbaycan,7.99
Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Fyodor Mixayloviç Dostoyevski,256.0,Azərbaycan,6.39
Müasir nəsr,Qanun Nəşriyyatı,Yumşaq,Haruki Murakami,432.0,Azərbaycan,7.99
Roman,Qanun Nəşriyyatı,Yumşaq,Raqif  Raufoğlu,120.0,Azərbaycan,5.19
Fəlsəfə,Qanun Nəşriyyatı,Yumşaq,Aristotel,360.0,Azərbaycan,7.99
Roman,Qanun Nəşriyyatı,Yumşaq,Temur Babluani,520.0,Azərbaycan,10.39
Biznes,Qanun Nəşriyyatı,Yumşaq,Toni Şey,256.0,Azərbaycan,7.99
Bioqrafiya,Qanun Nəşriyyatı,Yumşaq,Fazil Mustafa,192.0,Azərbaycan,7.99
Hüquq,Qanun Nəşriyyatı,Yumşaq,İ.B.Novitski,304.0,Azərbaycan,7.99
Biznes,Qanun Nəşriyyatı,Yumşaq,İshak Pintoseviç,224.0,Azərbaycan,7.99
Biznes,Qanun Nəşriyyatı,Yumşaq,Robert T. Kiyosaki və Şeron Lektor,384.0,Azərbaycan,7.99
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Robert Satton,208.0,Azərbaycan,7.99
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Mihay Çiksentmihayi,328.0,Azərbaycan,10.39
Klassika,Qanun Nəşriyyatı,Yumşaq,Səbahəddin Əli,192.0,Azərbaycan,5.59
Klassika,Qanun Nəşriyyatı,Yumşaq,Fərman Kərimzadə,496.0,Azərbaycan,7.99
Klassika,Qanun Nəşriyyatı,Yumşaq,Lev Nikolayeviç Tolstoy,80.0,Azərbaycan,2.79
Bioqrafiya,Qanun Nəşriyyatı,Bərk,"Laslo Beladi, Tamaş Kraus",440.0,Azərbaycan,9.59
Uşaq ədəbiyyatı,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Mark Tven,392.0,Azərbaycan,5.99
Klassika,Qanun Nəşriyyatı,Yumşaq,Konstantin Paustovski,304.0,Azərbaycan,7.99
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Mark Goulston,264.0,Azərbaycan,7.99
Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Cek London,120.0,Azərbaycan,2.79
Detektiv,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Çingiz Abdullayev,248.0,Azərbaycan,6.39
Detektiv,Qanun Nəşriyyatı,Bərk,Müsfiq Abbasov,208.0,Azərbaycan,12.0
Biznes,Qanun Nəşriyyatı,Yumşaq,Bodo Şefer,224.0,Azərbaycan,7.99
Fəlsəfə,Qanun Nəşriyyatı,Yumşaq,Nigel Warburton,224.0,Azərbaycan,7.99
Müasir nəsr,Qanun Nəşriyyatı,Yumşaq,Pərvin,160.0,Azərbaycan,4.39
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Erik Bern,192.0,Azərbaycan,7.99
Detektiv,Qanun Nəşriyyatı,Yumşaq,Aqata Kristi,432.0,"Azərbaycan, İngilis dili",7.99
Roman,Qanun Nəşriyyatı,Yumşaq,Qurban Səid,288.0,Azərbaycan,7.99
Bioqrafiya,Qanun Nəşriyyatı,Yumşaq,Ədalət Tahirzadə,40.0,Azərbaycan,3.99
Klassika,Qanun Nəşriyyatı,Yumşaq,Alber Kamü,144.0,Azərbaycan,3.99
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,İlahə Xuduqızı,184.0,Azərbaycan,4.0
Roman,Qanun Nəşriyyatı,Yumşaq,Toni Morrison,144.0,Azərbaycan,3.99
Müasir nəsr,Qanun Nəşriyyatı,Yumşaq,Abay Kunanbayev,144.0,Azərbaycan,4.32
Roman,Qanun Nəşriyyatı,Yumşaq,Vigdis Hjorth,423.0,Azərbaycan,7.99
Tarix,Qanun Nəşriyyatı,Yumşaq,Güntay Gəncalp,288.0,Azərbaycan,8.79
Roman,Qanun Nəşriyyatı,Yumşaq,Əli Əkbər,424.0,Azərbaycan,8.79
Müasir nəsr,Qanun Nəşriyyatı,Yumşaq,Maya Angelau,80.0,Azərbaycan,3.99
Fəlsəfə,Qanun Nəşriyyatı,Yumşaq,Lao Tszı,240.0,Azərbaycan,3.19
Roman,Qanun Nəşriyyatı,Yumşaq,Qaraqan,192.0,Azərbaycan,4.39
Klassika,Qanun Nəşriyyatı,Yumşaq,Fyodor Mixayloviç Dostoyevski,176.0,Azərbaycan,5.19
Roman,Qanun Nəşriyyatı,Yumşaq,Enis Batur,160.0,Azərbaycan,5.52
Klassika,Qanun Nəşriyyatı,Yumşaq,Cek London,80.0,Azərbaycan,3.99
Roman,Qanun Nəşriyyatı,Yumşaq,Seymur Baycan,440.0,Azərbaycan,7.99
Fəlsəfə,Qanun Nəşriyyatı,Yumşaq,Fridrix Nitsşe,448.0,Azərbaycan,9.59
Roman,Qanun Nəşriyyatı,Yumşaq,Erik Emmanuel Şmitt,80.0,Azərbaycan,2.79
Klassika,Qanun Nəşriyyatı,Yumşaq,Cəfər Cabbarlı,96.0,Azərbaycan,2.44
Klassika,Qanun Nəşriyyatı,Yumşaq,Ştefan Sveyq,112.0,Azərbaycan,3.19
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Allen Karr,208.0,Azərbaycan,4.05
Klassika,Qanun Nəşriyyatı,Yumşaq,Maksim Qorki,80.0,Azərbaycan,2.79
Müasir nəsr,Qanun Nəşriyyatı,Yumşaq,Paulo Coelho,256.0,Azərbaycan,5.59
Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Aleksandr Belyayev,256.0,Azərbaycan,5.0
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Xasay Mirzəli,160.0,Azərbaycan,7.12
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Bettina Lemke,176.0,Azərbaycan,7.99
Klassika,Qanun Nəşriyyatı,Yumşaq,Franz Kafka,128.0,Azərbaycan,3.99
Uşaq ədəbiyyatı,Qanun Nəşriyyatı,Yumşaq,Antuan de Sent-Ekzüperi,184.0,Azərbaycan,4.79
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Siyavuş Quliyev,160.0,Azərbaycan,4.8
Fantastika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Ursula Le Guin,256.0,Azərbaycan,7.99
Müasir nəsr,Qanun Nəşriyyatı,Yumşaq,Abbasqulu ağa Bakıxanov,368.0,Azərbaycan,7.99
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Robert Green,208.0,Azərbaycan,4.79
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Brian Tracy,216.0,Azərbaycan,7.99
Fantastika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Herbert George Wells,224.0,Azərbaycan,7.99
Klassika,Qanun Nəşriyyatı,Yumşaq,John Steinbeck,128.0,Azərbaycan,3.99
Bioqrafiya,Qanun Nəşriyyatı,Yumşaq,Əhməd bəy Ağaoğlu,280.0,Azərbaycan,7.99
Roman,Qanun Nəşriyyatı,Yumşaq,Əli Əkbər,128.0,Azərbaycan,4.79
Fəlsəfə,Qanun Nəşriyyatı,Yumşaq,Fridrix Nitsşe,176.0,Azərbaycan,4.39
Biznes,Qanun Nəşriyyatı,Yumşaq,Brian Tracy,208.0,Azərbaycan,5.99
Uşaq ədəbiyyatı,Qanun Nəşriyyatı,Yumşaq,Corciya Binq,368.0,Azərbaycan,8.79
Tarix,Qanun Nəşriyyatı,Yumşaq,John Man,384.0,Azərbaycan,9.52
Fəlsəfə,Qanun Nəşriyyatı,Yumşaq,Mohandas Gandhi,280.0,Azərbaycan,7.99
Klassika,Qanun Nəşriyyatı,Yumşaq,Herman Hesse,144.0,Azərbaycan,4.39
Roman,Qanun Nəşriyyatı,Yumşaq,Şərif Ağayar,304.0,Azərbaycan,7.99
Klassika,Qanun Nəşriyyatı,Yumşaq,Franz Kafka,80.0,Azərbaycan,2.39
Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Marcel Proust,280.0,Azərbaycan,7.99
"Tibb, sağlamlıq",Qanun Nəşriyyatı,Yumşaq,Giulia Enders,280.0,Azərbaycan,7.99
Roman,Qanun Nəşriyyatı,Yumşaq,Jorge Amado,464.0,Azərbaycan,8.79
Klassika,Qanun Nəşriyyatı,Yumşaq,Cəfər Cabbarlı,128.0,Azərbaycan,3.59
Klassika,Qanun Nəşriyyatı,Yumşaq,Alber Kamü,128.0,Azərbaycan,4.79
Roman,Qədim qala,Yumşaq,Rövşən Abdullaoğlu,264.0,Azərbaycan,9.5
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,David Eagleman,224.0,Azərbaycan,7.99
Uşaq ədəbiyyatı,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Jaklin Vilson,168.0,Azərbaycan,5.19
Fəlsəfə,Qanun Nəşriyyatı,Yumşaq,Lao Tszı,240.0,Azərbaycan,7.99
Roman,Qanun Nəşriyyatı,Yumşaq,Aynur Mirhəsən,368.0,Azərbaycan,7.99
Müasir nəsr,Qanun Nəşriyyatı,Yumşaq,Gül İrepoğlu,176.0,Azərbaycan,5.59
Roman,Qanun Nəşriyyatı,Yumşaq,Şamxal Həsənov,300.0,Azərbaycan,9.6
Uşaq ədəbiyyatı,Qanun Nəşriyyatı,Yumşaq,Paulo Coelho,12.0,Azərbaycan,2.39
Uşaq ədəbiyyatı,Qanun Nəşriyyatı,Yumşaq,Paulo Coelho,28.0,Azərbaycan,3.99
Detektiv,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Bərk,Çingiz Abdullayev,597.0,Azərbaycan,7.99
Uşaq ədəbiyyatı,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Bərk,Antuan de Sent-Ekzüperi,128.0,Azərbaycan,7.99
Roman,Qanun Nəşriyyatı,Yumşaq,Qaraqan,336.0,Azərbaycan,7.99
Uşaq ədəbiyyatı,Qanun Nəşriyyatı,Bərk,Jeff Kinney,448.0,Azərbaycan,11.12
Fantastika,Qanun Nəşriyyatı,Yumşaq,J.R.R. Tolkien,568.0,Azərbaycan,11.92
Uşaq ədəbiyyatı,Qanun Nəşriyyatı,Bərk,Håkon Øvreås,192.0,Azərbaycan,7.99
Detektiv,Qanun Nəşriyyatı,Yumşaq,Aqata Kristi,300.0,Azərbaycan,7.19
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Pamela Druckerman,288.0,Azərbaycan,8.72
Uşaq ədəbiyyatı,Qanun Nəşriyyatı,Yumşaq,Neil Gaiman,288.0,Azərbaycan,7.99
Roman,Qanun Nəşriyyatı,Yumşaq,Məmmədov İlham,184.0,Azərbaycan,8.0
Roman,Qanun Nəşriyyatı,Yumşaq,Səhər Əhməd,96.0,Azərbaycan,4.79
Fəlsəfə,Qanun Nəşriyyatı,Yumşaq,Mark Avreli,160.0,Azərbaycan,5.59
Klassika,Qanun Nəşriyyatı,Yumşaq,Frans Kafka,240.0,Azərbaycan,5.59
Müasir nəsr,Qanun Nəşriyyatı,Yumşaq,Qabriel Qarsia Markes,416.0,Azərbaycan,7.99
Bioqrafiya,Qanun Nəşriyyatı,Yumşaq,Ədalət Tahirzadə,40.0,Azərbaycan,3.99
Klassika,Qanun Nəşriyyatı,Yumşaq,Lev Nikolayeviç Tolstoy,112.0,Azərbaycan,3.59
Tarix,Qanun Nəşriyyatı,Yumşaq,Ataxan Əbilov,216.0,Azərbaycan,10.32
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Jack Canfield,328.0,Azərbaycan,8.72
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Larry King və Bill Gilbert,176.0,Azərbaycan,6.39
Uşaq ədəbiyyatı,Qanun Nəşriyyatı,Yumşaq,Nigar Mahmud,96.0,Azərbaycan,3.99
Uşaq Ədəbiyyatı,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Lüis Keroll,160.0,Azərbaycan,3.99
Klassika,Qanun Nəşriyyatı,Yumşaq,Anton Pavloviç Çexov,128.0,Azərbaycan,3.99
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Dr. Joe Dispenza,400.0,Azərbaycan,10.39
"Psixologiya, özünüinkişaf",Qanun nəşriyyatı,Yumşaq,Gavin Kennedy,336.0,Azərbaycan,11.92
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Simon Sinek,350.0,Azərbaycan,7.99
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,İshak Pintoseviç,248.0,Azərbaycan,7.99
Klassika,Qanun Nəşriyyatı,Yumşaq,Aleksandr Puşkin,80.0,Azərbaycan,3.19
Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Cek London,300.0,Azərbaycan,6.39
Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Şota Rustaveli,384.0,Azərbaycan,7.99
Roman,Qanun Nəşriyyatı,Yumşaq,Emma Donoghue,448.0,Azərbaycan,10.39
Poeziya,Qanun Nəşriyyatı,Bərk,Əliağa Vahid,352.0,Azərbaycan,7.99
Klassika,Qanun Nəşriyyatı,Yumşaq,Fyodor Mixayloviç Dostoyevski,80.0,Azərbaycan,3.19
Detektiv,Qanun Nəşriyyatı,Yumşaq,Aqata Kristi,280.0,Azərbaycan,5.99
Roman,Qanun Nəşriyyatı,Yumşaq,Məhəmmədrza Bayrami,384.0,Azərbaycan,10.39
Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Viktor Hüqo,704.0,Azərbaycan,11.92
Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Lev Nikolayeviç Tolstoy,1024.0,Azərbaycan,12.32
Uşaq tərbiyyəsi,Qanun Nəşriyyatı,Bərk,Benjamin McLane Spock,600.0,Azərbaycan,15.99
Detektiv,Qanun Nəşriyyatı,Yumşaq,Arthur Hailey,624.0,Azərbaycan,11.92
Fantastika,Qanun Nəşriyyatı,Bərk,Suzanne Collins,510.0,Azərbaycan,11.92
Fantastika,Qanun Nəşriyyatı,Bərk,Suzanne Collins,376.0,Azərbaycan,11.92
Uşaq ədəbiyyatı,Qanun Nəşriyyatı,Yumşaq,Håkon Øvreås,128.0,Azərbaycan,7.99
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Entoni Robbins,720.0,Azərbaycan,15.92
Detektiv,Qanun Nəşriyyatı,Yumşaq,Jo Nesbo,860.0,Azərbaycan,15.92
Roman,Qanun nəşriyyatı,Bərk,Jojo Moyes,504.0,Azərbaycan,11.92
Klassika,Teas press,Yumşaq,Fyodor Mixayloviç Dostoyevski,132.0,Azərbaycan,5.23
Klassika,Qanun Nəşriyyatı,Yumşaq,Robert Lyuis Stivenson,96.0,Azərbaycan,2.79
Klassika,Qanun Nəşriyyatı,Yumşaq,İvan Sergeyeviç Turgenyev,96.0,Azərbaycan,3.19
Klassika,Qanun Nəşriyyatı,Yumşaq,Aleksandr Puşkin,128.0,Azərbaycan,3.99
Klassika,Qanun Nəşriyyatı,Yumşaq,Cəlil Məmmədquluzadə,80.0,Azərbaycan,3.99
Klassika,Qanun Nəşriyyatı,Yumşaq,Mirzə Fətəli Axundzadə,80.0,Azərbaycan,3.19
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Robin Şarma,288.0,Azərbaycan,7.99
Roman,Qanun Nəşriyyatı,Yumşaq,Xanım Mehdixanlı,224.0,Azərbaycan,6.4
Roman,Qanun Nəşriyyatı,Yumşaq,Jorge Amado,312.0,Azərbaycan,7.99
Müasir nəsr,Qanun Nəşriyyatı,Yumşaq,Antonio Tabukki,160.0,Azərbaycan,5.59
Klassika,Qanun Nəşriyyatı,Yumşaq,Harper Lee,320.0,Azərbaycan,10.32
Poeziya,Qanun Nəşriyyatı,Yumşaq,Kamil Fərəc,144.0,Azərbaycan,5.6
Uşaq ədəbiyyatı,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Antuan de Sent-Ekzüperi,128.0,Azərbaycan,5.59
Müasir nəsr,Qanun Nəşriyyatı,Bərk,Anar,1120.0,Azərbaycan,16.0
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Mark Manson,176.0,Azərbaycan,7.99
Poeziya,Qanun Nəşriyyatı,Yumşaq,Amil Amal,192.0,Azərbaycan,5.6
"Tibb, sağlamlıq",Qanun Nəşriyyatı,Yumşaq,Rövşən Novruzoğlu,392.0,Azərbaycan,11.99
Roman,Qanun Nəşriyyatı,Yumşaq,Fuad Vidadi oğlu,144.0,Azərbaycan,4.0
Roman,Parlaq imzalar,Yumşaq,Ülviyyə Tahir,264.0,Azərbaycan,9.5
Tarix,Qanun Nəşriyyatı,Yumşaq,İsa Nəcəfov,336.0,Azərbaycan,7.99
Roman,Qanun Nəşriyyatı,Yumşaq,Maylis de Kerangal,280.0,Azərbaycan,7.99
Roman,Qanun Nəşriyyatı,Yumşaq,Amid Səlimoğlu,392.0,Azərbaycan,7.99
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,John Gray,400.0,Azərbaycan,7.99
Roman,Qanun Nəşriyyatı,Yumşaq,Aytən Cavanşir,320.0,Azərbaycan,7.99
Nağıl,Qanun Nəşriyyatı,Yumşaq,Lia Şalvaşvili,64.0,Azərbaycan,5.59
Uşaq ədəbiyyatı,Qanun Nəşriyyatı,Yumşaq,Corciya Binq,368.0,Azərbaycan,7.99
Uşaq ədəbiyyatı,Qanun Nəşriyyatı,Yumşaq,Corciya Binq,368.0,Azərbaycan,7.99
Tarix,Qanun Nəşriyyatı,Yumşaq,Yakov İliçov,576.0,Azərbaycan,9.52
Detektiv,Teas press,Yumşaq,Elxan Elatlı,388.0,Azərbaycan,8.08
Detektiv,Teas press,Yumşaq,Elxan Elatlı,476.0,Azərbaycan,7.98
Detektiv,Teas press,Yumşaq,Elxan Elatlı,308.0,Azərbaycan,6.65
Roman,Qanun Nəşriyyatı,Yumşaq,Kamran Novruzzadə,136.0,Azərbaycan,3.92
Fantastika,Qanun Nəşriyyatı,Yumşaq,Rik Riordan,320.0,Azərbaycan,7.99
Bioqrafiya,Qanun Nəşriyyatı,Yumşaq,Solomon Northup,320.0,Azərbaycan,7.99
Detektiv,Qanun Nəşriyyatı,Yumşaq,Georges Simenon,180.0,Azərbaycan,3.99
Detektiv,Qanun Nəşriyyatı,Yumşaq,Sem Born,488.0,Azərbaycan,11.92
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Napoleon Hill,448.0,Azərbaycan,9.52
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Brian Tracy,348.0,Azərbaycan,11.12
Klassika,Qanun Nəşriyyatı,Bərk,Boris Tenenbaum,672.0,Azərbaycan,13.52
Müasir nəsr,Qanun Nəşriyyatı,Yumşaq,Chimamanda Ngozi Adichie,688.0,Azərbaycan,11.92
Detektiv,Qanun Nəşriyyatı,Yumşaq,Boris Akunin,448.0,Azərbaycan,9.73
Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Ceyn Ostin,480.0,Azərbaycan,9.52
Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Jan Pol Sartr,799.0,Azərbaycan,11.92
Din,Qanun Nəşriyyatı,Yumşaq,Məhəmməd Əsəd bəy,416.0,Azərbaycan,7.99
Klassika,Qanun Nəşriyyatı,Yumşaq,Rey Bredberi,288.0,Azərbaycan,7.99
Klassika,Qanun Nəşriyyatı,Yumşaq,Ahmet Hamdi Tanpınar,224.0,Azərbaycan,7.99
Elm,Qanun Nəşriyyatı,Yumşaq,Stiven Hokinq,208.0,Azərbaycan,7.99
Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,İlyas Əfəndiyev,224.0,Azərbaycan,5.59
Klassika,Qanun Nəşriyyatı,Yumşaq,Aleksandr Kuprin,120.0,Azərbaycan,3.19
Klassika,Qanun Nəşriyyatı,Yumşaq,Onore de Balzak,112.0,Azərbaycan,2.39
Klassika,Qanun Nəşriyyatı,Yumşaq,Əbdürrəhimbəy Haqverdiyev,80.0,Azərbaycan,2.39
Klassika,Qanun Nəşriyyatı,Yumşaq,Emil Zolya,80.0,Azərbaycan,2.39
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,Richard E.Nisbett,344.0,Azərbaycan,11.12
Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Fyodor Mixayloviç Dostoyevski,192.0,Azərbaycan,4.79
Uşaq ədəbiyyatı,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Michael Ende,272.0,Azərbaycan,9.92
Tarix,Qanun Nəşriyyatı,Yumşaq,Conatan Klements,224.0,Azərbaycan,7.99
Klassika,Qanun Nəşriyyatı,Yumşaq,Ercan Kesal,200.0,Azərbaycan,3.99
Roman,Qanun Nəşriyyatı,Yumşaq,Ahmet Hamdi Tanpınar,320.0,Azərbaycan,8.72
Uşaq ədəbiyyatı,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,V. Suteyev,12.0,Azərbaycan,1.59
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Bərk,Avi Jorisch,240.0,Azərbaycan,10.72
Uşaq ədəbiyyatı,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Bərk,Alan A. Milne,192.0,Azərbaycan,8.72
Fəlsəfə,Qanun Nəşriyyatı,Yumşaq,Bertrand Russell,328.0,Azərbaycan,7.49
Biznes,Qanun Nəşriyyatı,Bərk,Eduard Omarov,224.0,Azərbaycan,9.6
Roman,Qanun Nəşriyyatı,Yumşaq,Sadə Nəsibli,256.0,Azərbaycan,4.0
Klassika,Qanun Nəşriyyatı,Yumşaq,Vladimir Nabokov,224.0,Azərbaycan,5.19
Uşaq ədəbiyyatı,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Yuri Oleşa,208.0,Azərbaycan,3.99
"Psixologiya, özünüinkişaf",Qanun Nəşriyyatı,Yumşaq,David J. Schwartz,288.0,Azərbaycan,8.72
Detektiv,Qanun Nəşriyyatı,Yumşaq,Aqata Kristi,208.0,Azərbaycan,4.39
Tarix,Teas press,Yumşaq,Dilqəm Əhməd,232.0,Azərbaycan,7.98
Klassika,Teas press,Yumşaq,"Giorgi Mamulia, Ramiz Abutalıbov",464.0,Azərbaycan,19.19
Fəlsəfə,Qanun Nəşriyyatı,Yumşaq,Baltasar Qrasiya,144.0,Azərbaycan,3.99
Klassika,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Jean-Paul Sartre,272.0,Azərbaycan,6.39
Fantastika,Qanun Nəşriyyatı,Yumşaq,Stiven Kinq,168.0,Azərbaycan,5.19
Roman,Qanun Nəşriyyatı,Yumşaq,Əjdər Ol,528.0,Azərbaycan,7.99
Roman,Qanun Nəşriyyatı,Yumşaq,Mehrac Abdurahmanlı,88.0,Azərbaycan,4.0
Roman,Qanun Nəşriyyatı,Yumşaq,Fuad Səyyah,112.0,Azərbaycan,4.0
Tarix,Qanun Nəşriyyatı,Yumşaq,İqor Buniç,432.0,Azərbaycan,10.32
Uşaq Ədəbiyyatı,Teas press,Yumşaq,"Luis Borgenixt, Co Borgenixt",256.0,Azərbaycan,7.98
Uşaq ədəbiyyatı,Əli və Nino Nəşriyyatı və Qanun Nəşriyyatı,Yumşaq,Herbert George Wells,160.0,Azərbaycan,3.99
Müasir nəsr,Qanun Nəşriyyatı,Yumşaq,Ülvi Əliyev,232.0,Azərbaycan,4.79
Detektiv,Qanun Nəşriyyatı,Yumşaq,Dan Brown,544.0,Azərbaycan,7.99
Memuar,Qanun Nəşriyyatı,Yumşaq,David Rockefeller,392.0,Azərbaycan,9.52
Roman,Qanun Nəşriyyatı,Yumşaq,Keith Ferrazzi və Tahl Raz,328.0,Azərbaycan,9.52
